id,probability
1,0.41168606183858697
2,0.48994042234629903
3,0.14166410921704842
4,0.4200666772503572
5,0.48994042234629903
6,0.48994042234629903
7,0.48994042234629903
8,0.3910466942738826
9,0.14166410921704842
10,0.8086787951088578
11,0.14166410921704842
12,0.14166410921704842
13,0.14166410921704842
14,0.48994042234629903
15,0.48994042234629903
16,0.14166410921704842
17,0.48994042234629903
18,0.14166410921704842
19,0.7342389411354928
20,0.48994042234629903
21,0.14166410921704842
22,0.14166410921704842
23,0.14166410921704842
24,0.8086787951088578
25,0.48994042234629903
26,0.14166410921704842
27,0.48994042234629903
28,0.14166410921704842
29,0.48994042234629903
30,0.14166410921704842
31,0.41168606183858697
32,0.14166410921704842
33,0.14166410921704842
34,0.41168606183858697
35,0.6661149758204247
36,0.48994042234629903
37,0.3290300777289625
38,0.14166410921704842
39,0.14166410921704842
40,0.3910466942738826
41,0.48994042234629903
42,0.6661149758204247
43,0.41168606183858697
44,0.14166410921704842
45,0.4200666772503572
46,0.14166410921704842
47,0.14166410921704842
48,0.14166410921704842
49,0.14166410921704842
50,0.48994042234629903
51,0.14166410921704842
52,0.14166410921704842
53,0.14166410921704842
54,0.41168606183858697
55,0.14166410921704842
56,0.48994042234629903
57,0.14166410921704842
58,0.4200666772503572
59,0.4200666772503572
60,0.48994042234629903
61,0.48994042234629903
62,0.14166410921704842
63,0.14166410921704842
64,0.14166410921704842
65,0.14166410921704842
66,0.14166410921704842
67,0.14166410921704842
68,0.41168606183858697
69,0.14166410921704842
70,0.8086787951088578
71,0.41168606183858697
72,0.41168606183858697
73,0.14166410921704842
74,0.4200666772503572
75,0.14166410921704842
76,0.41168606183858697
77,0.48994042234629903
78,0.14166410921704842
79,0.14166410921704842
80,0.14166410921704842
81,0.14166410921704842
82,0.14166410921704842
83,0.14166410921704842
84,0.14166410921704842
85,0.3290300777289625
86,0.14166410921704842
87,0.41168606183858697
88,0.14166410921704842
89,0.3290300777289625
90,0.14166410921704842
91,0.48994042234629903
92,0.14166410921704842
93,0.14166410921704842
94,0.14166410921704842
95,0.14166410921704842
96,0.3910466942738826
97,0.48994042234629903
98,0.48994042234629903
99,0.14166410921704842
100,0.14166410921704842
101,0.41168606183858697
102,0.48994042234629903
103,0.14166410921704842
104,0.48994042234629903
105,0.3910466942738826
106,0.14166410921704842
107,0.8086787951088578
108,0.14166410921704842
109,0.14166410921704842
110,0.14166410921704842
111,0.14166410921704842
112,0.14166410921704842
113,0.14166410921704842
114,0.7191370355573312
115,0.41168606183858697
116,0.14166410921704842
117,0.14166410921704842
118,0.41168606183858697
119,0.14166410921704842
120,0.14166410921704842
121,0.14166410921704842
122,0.3910466942738826
123,0.14166410921704842
124,0.7191370355573312
125,0.14166410921704842
126,0.14166410921704842
127,0.14166410921704842
128,0.14166410921704842
129,0.14166410921704842
130,0.3290300777289625
131,0.3910466942738826
132,0.48994042234629903
133,0.14166410921704842
134,0.3910466942738826
135,0.7191370355573312
136,0.14166410921704842
137,0.4200666772503572
138,0.3910466942738826
139,0.14166410921704842
140,0.14166410921704842
141,0.14166410921704842
142,0.14166410921704842
143,0.14166410921704842
144,0.14166410921704842
145,0.7191370355573312
146,0.14166410921704842
147,0.14166410921704842
148,0.3910466942738826
149,0.14166410921704842
150,0.41168606183858697
151,0.14166410921704842
152,0.14166410921704842
153,0.14166410921704842
154,0.3290300777289625
155,0.14166410921704842
156,0.14166410921704842
157,0.4200666772503572
158,0.14166410921704842
159,0.48994042234629903
160,0.14166410921704842
161,0.14166410921704842
162,0.14166410921704842
163,0.3290300777289625
164,0.48994042234629903
165,0.14166410921704842
166,0.3290300777289625
167,0.6455038538395661
168,0.3290300777289625
169,0.6661149758204247
170,0.14166410921704842
171,0.14166410921704842
172,0.14166410921704842
173,0.14166410921704842
174,0.41168606183858697
175,0.14166410921704842
176,0.4200666772503572
177,0.14166410921704842
178,0.48994042234629903
179,0.14166410921704842
180,0.14166410921704842
181,0.3910466942738826
182,0.14166410921704842
183,0.3290300777289625
184,0.14166410921704842
185,0.48994042234629903
186,0.14166410921704842
187,0.14166410921704842
188,0.41168606183858697
189,0.48994042234629903
190,0.14166410921704842
191,0.14166410921704842
192,0.48994042234629903
193,0.14166410921704842
194,0.41168606183858697
195,0.14166410921704842
196,0.48994042234629903
197,0.14166410921704842
198,0.14166410921704842
199,0.14166410921704842
200,0.14166410921704842
201,0.48994042234629903
202,0.48994042234629903
203,0.6661149758204247
204,0.41168606183858697
205,0.3290300777289625
206,0.14166410921704842
207,0.14166410921704842
208,0.14166410921704842
209,0.48994042234629903
210,0.14166410921704842
211,0.41168606183858697
212,0.48994042234629903
213,0.14166410921704842
214,0.14166410921704842
215,0.3290300777289625
216,0.48994042234629903
217,0.14166410921704842
218,0.48994042234629903
219,0.14166410921704842
220,0.14166410921704842
221,0.14166410921704842
222,0.14166410921704842
223,0.14166410921704842
224,0.14166410921704842
225,0.14166410921704842
226,0.48994042234629903
227,0.14166410921704842
228,0.41168606183858697
229,0.48994042234629903
230,0.8086787951088578
231,0.6661149758204247
232,0.14166410921704842
233,0.14166410921704842
234,0.14166410921704842
235,0.14166410921704842
236,0.4200666772503572
237,0.41168606183858697
238,0.14166410921704842
239,0.14166410921704842
240,0.14166410921704842
241,0.48994042234629903
242,0.14166410921704842
243,0.14166410921704842
244,0.48994042234629903
245,0.41168606183858697
246,0.14166410921704842
247,0.14166410921704842
248,0.14166410921704842
249,0.14166410921704842
250,0.7191370355573312
251,0.48994042234629903
252,0.7342389411354928
253,0.14166410921704842
254,0.41168606183858697
